,MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA,AUC
2136,Isomap,x1data,_Borderline2,QDA,NONE,NONE,0.898,0.746,0.8699999999999999,0.772,0.79,0.6699999999999999,0.8080757220921155
2137,Isomap,x1data,_Borderline2,RF,NONE,NONE,0.922,0.91,0.762,0.914,0.8220000000000001,0.696,0.8348438719750195
2138,Isomap,x1data,_Borderline2,SGD,NONE,NONE,0.908,0.818,0.75,0.836,0.6739999999999999,0.562,0.7838056206088992
2139,Isomap,x1data,_Borderline2,SVM,NONE,NONE,0.9279999999999999,0.8059999999999999,0.9279999999999999,0.8400000000000001,0.86,0.7299999999999999,0.8652537080405933
2140,Isomap,x20data,_Borderline2,ABC,NONE,NONE,0.95,0.8860000000000001,0.528,0.912,0.68,0.4779999999999999,0.7079894050996913
2141,Isomap,x20data,_Borderline2,DTREE,NONE,NONE,0.948,0.892,0.508,0.914,0.664,0.462,0.6996354519949429
2142,Isomap,x20data,_Borderline2,GNB,NONE,NONE,0.94,0.91,0.31,0.924,0.51,0.28,0.6082710759540028
2143,Isomap,x20data,_Borderline2,KNN,NONE,NONE,0.946,0.8699999999999999,0.458,0.904,0.622,0.408,0.6648924905817801
2144,Isomap,x20data,_Borderline2,LRG,NONE,NONE,0.944,0.8939999999999999,0.4320000000000001,0.914,0.614,0.396,0.6631058152532171
2145,Isomap,x20data,_Borderline2,MLP,NONE,NONE,0.952,0.8859999999999999,0.562,0.916,0.7020000000000001,0.508,0.7237195042338203
2146,Isomap,x20data,_Borderline2,QDA,NONE,NONE,0.948,0.916,0.46799999999999997,0.932,0.6459999999999999,0.438,0.6920117094825473
2147,Isomap,x20data,_Borderline2,RF,NONE,NONE,0.952,0.9440000000000002,0.4400000000000001,0.948,0.6319999999999999,0.426,0.6925889834691532
2148,Isomap,x20data,_Borderline2,SGD,NONE,NONE,0.946,0.828,0.508,0.8740000000000001,0.6279999999999999,0.408,0.6687577025593994
2149,Isomap,x20data,_Borderline2,SVM,NONE,NONE,0.946,0.9079999999999998,0.354,0.9280000000000002,0.5539999999999999,0.326,0.6319901025097208
2150,Isomap,x30data,_Borderline2,ABC,NONE,NONE,0.946,0.9280000000000002,0.8340000000000001,0.9359999999999999,0.8740000000000001,0.774,0.8817716435037612
2151,Isomap,x30data,_Borderline2,DTREE,NONE,NONE,0.922,0.884,0.7979999999999999,0.9,0.8340000000000001,0.71,0.8419675719325088
2152,Isomap,x30data,_Borderline2,GNB,NONE,NONE,0.924,0.5900000000000001,0.938,0.62,0.688,0.518,0.7631767180925666
2153,Isomap,x30data,_Borderline2,KNN,NONE,NONE,0.9280000000000002,0.8940000000000001,0.794,0.906,0.8400000000000001,0.7140000000000001,0.8455841727230226
2154,Isomap,x30data,_Borderline2,LRG,NONE,NONE,0.946,0.9359999999999999,0.8320000000000001,0.942,0.8780000000000001,0.7859999999999999,0.8860610310680437
2155,Isomap,x30data,_Borderline2,MLP,NONE,NONE,0.938,0.902,0.882,0.9159999999999998,0.892,0.7979999999999999,0.8945089039058184
2156,Isomap,x30data,_Borderline2,QDA,NONE,NONE,0.8620000000000001,0.7579999999999999,0.4920000000000001,0.7859999999999999,0.474,0.308,0.6256054230949041
2157,Isomap,x30data,_Borderline2,RF,NONE,NONE,0.944,0.93,0.818,0.934,0.868,0.768,0.8748429597517955
2158,Isomap,x30data,_Borderline2,SGD,NONE,NONE,0.932,0.8039999999999999,0.836,0.8299999999999998,0.7939999999999999,0.6439999999999999,0.8199415614773258
2159,Isomap,x30data,_Borderline2,SVM,NONE,NONE,0.956,0.954,0.77,0.954,0.8480000000000001,0.742,0.8619161460325555
2160,Isomap,x31data,_Borderline2,ABC,NONE,NONE,0.8960000000000001,0.8460000000000001,0.6300000000000001,0.8640000000000001,0.728,0.54,0.738658293460925
2161,Isomap,x31data,_Borderline2,DTREE,NONE,NONE,0.906,0.8260000000000002,0.716,0.8540000000000001,0.764,0.596,0.7710835326953748
2162,Isomap,x31data,_Borderline2,GNB,NONE,NONE,0.8960000000000001,0.5160000000000001,0.8460000000000001,0.5599999999999999,0.604,0.4,0.6802820972886763
2163,Isomap,x31data,_Borderline2,KNN,NONE,NONE,0.9179999999999999,0.86,0.7759999999999999,0.8800000000000001,0.8140000000000001,0.6699999999999999,0.8157436204146731
2164,Isomap,x31data,_Borderline2,LRG,NONE,NONE,0.912,0.8740000000000001,0.726,0.8880000000000001,0.792,0.64,0.7991297846889951
2165,Isomap,x31data,_Borderline2,MLP,NONE,NONE,0.914,0.8719999999999999,0.742,0.8859999999999999,0.8019999999999999,0.654,0.8070464513556619
2166,Isomap,x31data,_Borderline2,QDA,NONE,NONE,0.8740000000000001,0.632,0.6779999999999999,0.6759999999999999,0.53,0.366,0.6542852870813397
2167,Isomap,x31data,_Borderline2,RF,NONE,NONE,0.922,0.902,0.7120000000000001,0.908,0.792,0.6479999999999999,0.8059280303030303
2168,Isomap,x31data,_Borderline2,SGD,NONE,NONE,0.9179999999999999,0.8019999999999999,0.7879999999999999,0.836,0.7859999999999999,0.616,0.7954136762360446
2169,Isomap,x31data,_Borderline2,SVM,NONE,NONE,0.914,0.8799999999999999,0.7240000000000001,0.89,0.7959999999999999,0.642,0.8012131180223285
2170,Isomap,x32data,_Borderline2,ABC,NONE,NONE,0.994,0.992,0.98,0.994,0.986,0.976,0.9872222222222222
2171,Isomap,x32data,_Borderline2,DTREE,NONE,NONE,0.982,0.976,0.99,0.98,0.982,0.9640000000000001,0.9827529484792056
2172,Isomap,x32data,_Borderline2,GNB,NONE,NONE,0.8880000000000001,0.8700000000000001,0.5,0.8779999999999999,0.642,0.43200000000000005,0.6837833643699567
2173,Isomap,x32data,_Borderline2,KNN,NONE,NONE,0.994,0.99,0.94,0.99,0.9640000000000001,0.9360000000000002,0.9661080074487896
2174,Isomap,x32data,_Borderline2,LRG,NONE,NONE,0.948,0.934,0.8620000000000001,0.9399999999999998,0.8939999999999999,0.8099999999999999,0.8988206083178149
2175,Isomap,x32data,_Borderline2,MLP,NONE,NONE,0.996,0.994,1.0,0.996,0.996,0.994,0.9972160148975792
2176,Isomap,x32data,_Borderline2,QDA,NONE,NONE,0.948,0.9399999999999998,0.784,0.942,0.8520000000000001,0.74,0.8616294227188082
2177,Isomap,x32data,_Borderline2,RF,NONE,NONE,0.996,0.994,0.97,0.994,0.98,0.966,0.9822222222222224
2178,Isomap,x32data,_Borderline2,SGD,NONE,NONE,0.946,0.914,0.85,0.924,0.8779999999999999,0.7759999999999999,0.883268156424581
2179,Isomap,x32data,_Borderline2,SVM,NONE,NONE,0.95,0.944,0.7859999999999999,0.946,0.8539999999999999,0.748,0.8649689633767847
2180,Isomap,x35data,_Borderline2,ABC,NONE,NONE,0.998,0.998,0.984,0.998,0.992,0.984,0.9909544254085848
2181,Isomap,x35data,_Borderline2,DTREE,NONE,NONE,0.998,0.998,0.984,0.998,0.992,0.982,0.9904945036099536
2182,Isomap,x35data,_Borderline2,GNB,NONE,NONE,0.992,0.992,0.984,0.992,0.988,0.976,0.98831770163434
2183,Isomap,x35data,_Borderline2,KNN,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9958333333333332
2184,Isomap,x35data,_Borderline2,LRG,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9991210920752516
2185,Isomap,x35data,_Borderline2,MLP,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9994143472072164
2186,Isomap,x35data,_Borderline2,QDA,NONE,NONE,0.996,0.996,0.954,0.996,0.976,0.954,0.975373411534702
2187,Isomap,x35data,_Borderline2,RF,NONE,NONE,0.998,0.998,0.984,0.998,0.992,0.984,0.9910810138738833
2188,Isomap,x35data,_Borderline2,SGD,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9994134897360704
2189,Isomap,x35data,_Borderline2,SVM,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9988278369432868
2190,Isomap,x38data,_Borderline2,ABC,NONE,NONE,0.97,0.96,0.7619999999999999,0.96,0.8480000000000001,0.74,0.8607638888888889
2191,Isomap,x38data,_Borderline2,DTREE,NONE,NONE,0.9559999999999998,0.946,0.6220000000000001,0.946,0.758,0.5940000000000001,0.782564484126984
2192,Isomap,x38data,_Borderline2,GNB,NONE,NONE,0.944,0.902,0.71,0.914,0.79,0.642,0.8056795634920635
2193,Isomap,x38data,_Borderline2,KNN,NONE,NONE,0.96,0.948,0.764,0.95,0.8400000000000001,0.726,0.854439484126984
2194,Isomap,x38data,_Borderline2,LRG,NONE,NONE,0.944,0.93,0.716,0.93,0.72,0.654,0.8215525793650793
2195,Isomap,x38data,_Borderline2,MLP,NONE,NONE,0.97,0.956,0.8099999999999999,0.96,0.8719999999999999,0.78,0.8825892857142856
2196,Isomap,x38data,_Borderline2,QDA,NONE,NONE,0.954,0.882,0.6659999999999999,0.902,0.748,0.5820000000000001,0.7726438492063492
2197,Isomap,x38data,_Borderline2,RF,NONE,NONE,0.976,0.972,0.7619999999999999,0.97,0.8560000000000001,0.75,0.8670634920634921
2198,Isomap,x38data,_Borderline2,SGD,NONE,NONE,0.97,0.946,0.8079999999999999,0.952,0.866,0.7620000000000001,0.8763888888888889
2199,Isomap,x38data,_Borderline2,SVM,NONE,NONE,0.942,0.8859999999999999,0.76,0.902,0.7180000000000001,0.6459999999999999,0.8213045634920635
2200,Isomap,x39data,_Borderline2,ABC,NONE,NONE,0.99,0.99,0.93,0.99,0.9559999999999998,0.9259999999999999,0.9599497786857338
2201,Isomap,x39data,_Borderline2,DTREE,NONE,NONE,0.984,0.982,1.0,0.982,0.988,0.98,0.9898493360572012
2202,Isomap,x39data,_Borderline2,GNB,NONE,NONE,0.954,0.868,0.922,0.898,0.892,0.794,0.8958026898195438
2203,Isomap,x39data,_Borderline2,KNN,NONE,NONE,0.98,0.968,0.968,0.968,0.966,0.932,0.9664283282260808
2204,Isomap,x39data,_Borderline2,LRG,NONE,NONE,0.974,0.958,0.968,0.96,0.96,0.92,0.9608231188287368
2205,Isomap,x39data,_Borderline2,MLP,NONE,NONE,0.978,0.972,0.968,0.972,0.9680000000000002,0.94,0.968701055498808
2206,Isomap,x39data,_Borderline2,QDA,NONE,NONE,0.976,0.972,0.8620000000000001,0.972,0.908,0.8400000000000001,0.9154051753489956
2207,Isomap,x39data,_Borderline2,RF,NONE,NONE,0.9940000000000001,0.9940000000000001,0.968,0.9940000000000001,0.978,0.966,0.9810733741913518
2208,Isomap,x39data,_Borderline2,SGD,NONE,NONE,0.97,0.93,0.9600000000000002,0.942,0.942,0.884,0.9428830439223699
2209,Isomap,x39data,_Borderline2,SVM,NONE,NONE,0.974,0.958,0.968,0.96,0.96,0.92,0.9608231188287368
2210,Isomap,x45data,_Borderline2,ABC,NONE,NONE,0.944,0.922,0.424,0.9280000000000002,0.5940000000000001,0.39,0.6707223001402525
2211,Isomap,x45data,_Borderline2,DTREE,NONE,NONE,0.944,0.8939999999999999,0.5200000000000001,0.916,0.6559999999999999,0.466,0.7045114539504442
2212,Isomap,x45data,_Borderline2,GNB,NONE,NONE,0.958,0.922,0.5660000000000001,0.934,0.7060000000000001,0.5279999999999999,0.7425432445067789
2213,Isomap,x45data,_Borderline2,KNN,NONE,NONE,0.948,0.8959999999999999,0.5660000000000001,0.9179999999999999,0.6980000000000001,0.516,0.730539971949509
2214,Isomap,x45data,_Borderline2,LRG,NONE,NONE,0.956,0.93,0.5200000000000001,0.94,0.68,0.4960000000000001,0.7228377746610566
2215,Isomap,x45data,_Borderline2,MLP,NONE,NONE,0.9479999999999998,0.8859999999999999,0.516,0.91,0.662,0.46399999999999997,0.7011921458625526
2216,Isomap,x45data,_Borderline2,QDA,NONE,NONE,0.96,0.882,0.662,0.908,0.752,0.5820000000000001,0.7696937821411874
2217,Isomap,x45data,_Borderline2,RF,NONE,NONE,0.968,0.968,0.5200000000000001,0.966,0.6940000000000001,0.51,0.7434782608695653
2218,Isomap,x45data,_Borderline2,SGD,NONE,NONE,0.942,0.7899999999999999,0.5599999999999999,0.8420000000000001,0.642,0.4320000000000001,0.6756545114539504
2219,Isomap,x45data,_Borderline2,SVM,NONE,NONE,0.966,0.96,0.4720000000000001,0.96,0.66,0.46,0.7152290790088827
2220,Isomap,x48data,_Borderline2,ABC,NONE,NONE,0.9740000000000001,0.934,0.8380000000000001,0.95,0.882,0.7879999999999999,0.8857638888888888
2221,Isomap,x48data,_Borderline2,DTREE,NONE,NONE,0.972,0.932,0.7240000000000001,0.946,0.812,0.688,0.8284722222222222
2222,Isomap,x48data,_Borderline2,GNB,NONE,NONE,0.978,0.8620000000000001,0.9540000000000001,0.904,0.904,0.8119999999999999,0.9065972222222224
2223,Isomap,x48data,_Borderline2,KNN,NONE,NONE,0.974,0.934,0.8420000000000001,0.9479999999999998,0.884,0.792,0.8864583333333332
2224,Isomap,x48data,_Borderline2,LRG,NONE,NONE,0.98,0.92,1.0,0.942,0.96,0.912,0.959375
2225,Isomap,x48data,_Borderline2,MLP,NONE,NONE,0.98,0.9280000000000002,0.976,0.944,0.95,0.9,0.95
2226,Isomap,x48data,_Borderline2,QDA,NONE,NONE,0.97,0.8880000000000001,0.768,0.92,0.818,0.7,0.8274305555555553
2227,Isomap,x48data,_Borderline2,RF,NONE,NONE,0.978,0.958,0.79,0.9640000000000001,0.858,0.764,0.8743055555555556
2228,Isomap,x48data,_Borderline2,SGD,NONE,NONE,0.978,0.95,0.934,0.958,0.938,0.8859999999999999,0.9413194444444444
2229,Isomap,x48data,_Borderline2,SVM,NONE,NONE,0.98,0.914,1.0,0.938,0.952,0.902,0.9552083333333332
2230,Isomap,x4data,_Borderline2,ABC,NONE,NONE,0.966,0.9640000000000001,0.866,0.966,0.914,0.8420000000000001,0.9147074918569776
2231,Isomap,x4data,_Borderline2,DTREE,NONE,NONE,0.98,0.98,0.934,0.98,0.958,0.922,0.9579725934058616
2232,Isomap,x4data,_Borderline2,GNB,NONE,NONE,0.8539999999999999,0.8200000000000001,0.36000000000000004,0.836,0.514,0.28,0.590487673654969
2233,Isomap,x4data,_Borderline2,KNN,NONE,NONE,1.0,1.0,0.998,1.0,0.998,0.9940000000000001,0.9977016990231868
2234,Isomap,x4data,_Borderline2,LRG,NONE,NONE,0.906,0.8619999999999999,0.6940000000000001,0.8800000000000001,0.764,0.602,0.7787634867371415
2235,Isomap,x4data,_Borderline2,MLP,NONE,NONE,1.0,1.0,0.992,1.0,0.992,0.992,0.994476646837474
2236,Isomap,x4data,_Borderline2,QDA,NONE,NONE,0.958,0.96,0.8,0.958,0.8759999999999999,0.7799999999999999,0.8804080302229014
2237,Isomap,x4data,_Borderline2,RF,NONE,NONE,0.998,0.998,0.9740000000000001,0.998,0.988,0.9740000000000001,0.9861049427916528
2238,Isomap,x4data,_Borderline2,SGD,NONE,NONE,0.9,0.85,0.648,0.866,0.7240000000000001,0.55,0.7485919846976203
2239,Isomap,x4data,_Borderline2,SVM,NONE,NONE,0.9279999999999999,0.882,0.818,0.898,0.8399999999999999,0.726,0.8511923433353251
2240,Isomap,x50data,_Borderline2,ABC,NONE,NONE,0.9740000000000001,0.946,0.6359999999999999,0.958,0.7660000000000001,0.618,0.7911703342594645
2241,Isomap,x50data,_Borderline2,DTREE,NONE,NONE,0.9740000000000001,0.9359999999999999,0.608,0.9540000000000001,0.746,0.586,0.7730831643002029
2242,Isomap,x50data,_Borderline2,GNB,NONE,NONE,0.978,0.85,0.8859999999999999,0.902,0.866,0.752,0.8686917687967682
2243,Isomap,x50data,_Borderline2,KNN,NONE,NONE,0.9759999999999998,0.932,0.748,0.95,0.8300000000000001,0.7080000000000001,0.8396817631718001
2244,Isomap,x50data,_Borderline2,LRG,NONE,NONE,0.9759999999999998,0.914,0.8320000000000001,0.938,0.8720000000000001,0.7659999999999999,0.8725412923790206
2245,Isomap,x50data,_Borderline2,MLP,NONE,NONE,0.978,0.94,0.804,0.954,0.8659999999999999,0.762,0.8706753370719484
2246,Isomap,x50data,_Borderline2,QDA,NONE,NONE,0.966,0.8860000000000001,0.5519999999999999,0.9179999999999999,0.6599999999999999,0.4859999999999999,0.7176044454292873
2247,Isomap,x50data,_Borderline2,RF,NONE,NONE,0.978,0.9640000000000001,0.664,0.972,0.7879999999999999,0.6559999999999999,0.8151124141340107
2248,Isomap,x50data,_Borderline2,SGD,NONE,NONE,0.978,0.8780000000000001,0.86,0.914,0.866,0.7500000000000001,0.8668270066647349
2249,Isomap,x50data,_Borderline2,SVM,NONE,NONE,0.978,0.892,0.86,0.9280000000000002,0.8739999999999999,0.7659999999999999,0.8744048613360154
2250,Isomap,x60data,_Borderline2,ABC,NONE,NONE,0.784,0.7659999999999999,0.752,0.768,0.7559999999999999,0.5760000000000001,0.7599801587301587
2251,Isomap,x60data,_Borderline2,DTREE,NONE,NONE,0.748,0.74,0.6900000000000001,0.7379999999999999,0.7020000000000001,0.494,0.7149074074074073
2252,Isomap,x60data,_Borderline2,GNB,NONE,NONE,0.774,0.6140000000000001,0.758,0.604,0.6340000000000001,0.39799999999999996,0.6842592592592592
2253,Isomap,x60data,_Borderline2,KNN,NONE,NONE,0.82,0.8059999999999998,0.7979999999999999,0.8059999999999998,0.7979999999999999,0.6399999999999999,0.8009325396825396
2254,Isomap,x60data,_Borderline2,LRG,NONE,NONE,0.41200000000000003,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
2255,Isomap,x60data,_Borderline2,MLP,NONE,NONE,0.41200000000000003,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
2256,Isomap,x60data,_Borderline2,QDA,NONE,NONE,0.716,0.6319999999999999,0.708,0.6359999999999999,0.65,0.424,0.6689351851851851
2257,Isomap,x60data,_Borderline2,RF,NONE,NONE,0.8299999999999998,0.8240000000000001,0.7899999999999999,0.8220000000000001,0.8019999999999999,0.648,0.8067460317460317
2258,Isomap,x60data,_Borderline2,SGD,NONE,NONE,0.312,0.476,0.536,0.32199999999999995,0.052000000000000005,0.014000000000000002,0.5066666666666666
2259,Isomap,x60data,_Borderline2,SVM,NONE,NONE,0.41200000000000003,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
2260,Isomap,x63data,_Borderline2,ABC,NONE,NONE,0.636,0.632,0.5700000000000001,0.6340000000000001,0.588,0.34800000000000003,0.6000782669461915
2261,Isomap,x63data,_Borderline2,DTREE,NONE,NONE,0.6380000000000001,0.6159999999999999,0.59,0.622,0.6,0.36000000000000004,0.6018392732354997
2262,Isomap,x63data,_Borderline2,GNB,NONE,NONE,0.6540000000000001,0.6559999999999999,0.58,0.654,0.6000000000000001,0.366,0.6172962962962962
2263,Isomap,x63data,_Borderline2,KNN,NONE,NONE,0.62,0.6,0.5720000000000001,0.606,0.584,0.342,0.5855101327742837
2264,Isomap,x63data,_Borderline2,LRG,NONE,NONE,0.6579999999999999,0.6779999999999999,0.4980000000000001,0.64,0.504,0.26,0.5877721872816213
2265,Isomap,x63data,_Borderline2,MLP,NONE,NONE,0.6839999999999999,0.6759999999999999,0.6319999999999999,0.6779999999999999,0.648,0.42,0.6538888888888889
2266,Isomap,x63data,_Borderline2,QDA,NONE,NONE,0.642,0.644,0.5660000000000001,0.642,0.588,0.35,0.6039671558350804
2267,Isomap,x63data,_Borderline2,RF,NONE,NONE,0.6719999999999999,0.67,0.608,0.6679999999999999,0.63,0.4,0.6386582809224318
2268,Isomap,x63data,_Borderline2,SGD,NONE,NONE,0.382,0.528,0.504,0.4119999999999999,0.166,0.06999999999999999,0.5163431167016073
2269,Isomap,x63data,_Borderline2,SVM,NONE,NONE,0.5820000000000001,0.6439999999999999,0.396,0.5599999999999999,0.29600000000000004,0.102,0.5194025157232705
2270,Isomap,x64data,_Borderline2,ABC,NONE,NONE,0.994,0.994,0.986,0.994,0.99,0.98,0.99
2271,Isomap,x64data,_Borderline2,DTREE,NONE,NONE,0.994,0.994,0.986,0.994,0.99,0.98,0.99
2272,Isomap,x64data,_Borderline2,GNB,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2273,Isomap,x64data,_Borderline2,KNN,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2274,Isomap,x64data,_Borderline2,LRG,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2275,Isomap,x64data,_Borderline2,MLP,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2276,Isomap,x64data,_Borderline2,QDA,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2277,Isomap,x64data,_Borderline2,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2278,Isomap,x64data,_Borderline2,SGD,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2279,Isomap,x64data,_Borderline2,SVM,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2280,Isomap,x65data,_Borderline2,ABC,NONE,NONE,0.772,0.7440000000000001,0.7420000000000001,0.75,0.74,0.55,0.7427339901477833
2281,Isomap,x65data,_Borderline2,DTREE,NONE,NONE,0.8160000000000001,0.812,0.7759999999999999,0.8140000000000001,0.792,0.632,0.7949507389162561
2282,Isomap,x65data,_Borderline2,GNB,NONE,NONE,0.748,0.62,0.752,0.624,0.6599999999999999,0.436,0.6853448275862071
2283,Isomap,x65data,_Borderline2,KNN,NONE,NONE,0.8039999999999999,0.7619999999999999,0.7979999999999999,0.768,0.7759999999999999,0.602,0.7791871921182266
2284,Isomap,x65data,_Borderline2,LRG,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
2285,Isomap,x65data,_Borderline2,MLP,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
2286,Isomap,x65data,_Borderline2,QDA,NONE,NONE,0.8099999999999999,0.6679999999999999,0.8160000000000001,0.6719999999999999,0.71,0.4980000000000001,0.7421182266009853
2287,Isomap,x65data,_Borderline2,RF,NONE,NONE,0.8300000000000001,0.8140000000000001,0.8119999999999999,0.8160000000000001,0.8099999999999999,0.6619999999999999,0.8133004926108376
2288,Isomap,x65data,_Borderline2,SGD,NONE,NONE,0.4480000000000001,0.5980000000000001,0.4900000000000001,0.486,0.13799999999999998,0.094,0.5445812807881774
2289,Isomap,x65data,_Borderline2,SVM,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
2290,Isomap,x66data,_Borderline2,ABC,NONE,NONE,0.7440000000000001,0.72,0.67,0.7280000000000001,0.6920000000000001,0.48200000000000004,0.6959740924916203
2291,Isomap,x66data,_Borderline2,DTREE,NONE,NONE,0.72,0.6779999999999999,0.652,0.6900000000000001,0.664,0.442,0.6643974688960782
2292,Isomap,x66data,_Borderline2,GNB,NONE,NONE,0.762,0.534,0.76,0.532,0.586,0.336,0.6454655376974994
2293,Isomap,x66data,_Borderline2,KNN,NONE,NONE,0.732,0.6940000000000001,0.672,0.7059999999999998,0.6820000000000002,0.466,0.6827151665251133
2294,Isomap,x66data,_Borderline2,LRG,NONE,NONE,0.7460000000000001,0.748,0.64,0.75,0.6779999999999999,0.466,0.6925636503912708
2295,Isomap,x66data,_Borderline2,MLP,NONE,NONE,0.7659999999999999,0.7459999999999999,0.7040000000000001,0.7559999999999999,0.7240000000000001,0.53,0.7266830479574173
2296,Isomap,x66data,_Borderline2,QDA,NONE,NONE,0.764,0.534,0.7659999999999999,0.534,0.59,0.338,0.649629086948347
2297,Isomap,x66data,_Borderline2,RF,NONE,NONE,0.764,0.75,0.684,0.758,0.7140000000000001,0.512,0.7189378310565931
2298,Isomap,x66data,_Borderline2,SGD,NONE,NONE,0.76,0.72,0.6599999999999999,0.7220000000000001,0.6659999999999999,0.4480000000000001,0.6912743044975072
2299,Isomap,x66data,_Borderline2,SVM,NONE,NONE,0.7440000000000001,0.76,0.536,0.74,0.588,0.358,0.6490237355826273
2300,Isomap,x68data,_Borderline2,ABC,NONE,NONE,0.962,0.958,0.954,0.96,0.958,0.9179999999999999,0.9579903553810531
2301,Isomap,x68data,_Borderline2,DTREE,NONE,NONE,0.922,0.91,0.93,0.914,0.92,0.8459999999999999,0.9202028054632706
2302,Isomap,x68data,_Borderline2,GNB,NONE,NONE,0.706,0.652,0.5920000000000001,0.6700000000000002,0.616,0.392,0.6217670056042149
2303,Isomap,x68data,_Borderline2,KNN,NONE,NONE,0.9279999999999999,0.91,0.9419999999999998,0.916,0.9259999999999999,0.8560000000000001,0.926072606463304
2304,Isomap,x68data,_Borderline2,LRG,NONE,NONE,0.7659999999999999,0.76,0.324,0.6799999999999999,0.28800000000000003,0.096,0.541843571931944
2305,Isomap,x68data,_Borderline2,MLP,NONE,NONE,0.946,0.938,0.954,0.94,0.946,0.8960000000000001,0.9473253397765024
2306,Isomap,x68data,_Borderline2,QDA,NONE,NONE,0.988,0.988,0.974,0.988,0.98,0.9640000000000001,0.9815978992583644
2307,Isomap,x68data,_Borderline2,RF,NONE,NONE,0.974,0.972,0.974,0.972,0.974,0.95,0.9742004966609616
2308,Isomap,x68data,_Borderline2,SGD,NONE,NONE,0.7340000000000001,0.65,0.502,0.5860000000000001,0.35200000000000004,0.19,0.5767211919863082
2309,Isomap,x68data,_Borderline2,SVM,NONE,NONE,0.55,0.74,0.26,0.63,0.0,0.0,0.5
2310,Isomap,x69data,_Borderline2,ABC,NONE,NONE,0.7759999999999999,0.758,0.6779999999999999,0.764,0.7120000000000001,0.508,0.7171638846941173
2311,Isomap,x69data,_Borderline2,DTREE,NONE,NONE,0.7559999999999999,0.7380000000000001,0.638,0.7440000000000001,0.68,0.46799999999999997,0.6876670894996477
2312,Isomap,x69data,_Borderline2,GNB,NONE,NONE,0.7879999999999999,0.6920000000000001,0.764,0.7120000000000001,0.722,0.518,0.7270024564582703
2313,Isomap,x69data,_Borderline2,KNN,NONE,NONE,0.758,0.698,0.69,0.7140000000000001,0.69,0.4779999999999999,0.6930864122957145
2314,Isomap,x69data,_Borderline2,LRG,NONE,NONE,0.6659999999999999,0.718,0.34,0.664,0.35200000000000004,0.134,0.5277424275982415
2315,Isomap,x69data,_Borderline2,MLP,NONE,NONE,0.764,0.74,0.6599999999999999,0.748,0.6940000000000001,0.4900000000000001,0.6998658478472431
2316,Isomap,x69data,_Borderline2,QDA,NONE,NONE,0.85,0.7859999999999999,0.858,0.7959999999999999,0.818,0.662,0.8205979529514413
2317,Isomap,x69data,_Borderline2,RF,NONE,NONE,0.8079999999999999,0.7939999999999999,0.72,0.7979999999999999,0.752,0.5720000000000001,0.7568411423202122
2318,Isomap,x69data,_Borderline2,SGD,NONE,NONE,0.508,0.5920000000000001,0.46,0.4920000000000001,0.106,0.054000000000000006,0.5262987012987013
2319,Isomap,x69data,_Borderline2,SVM,NONE,NONE,0.5539999999999999,0.7440000000000001,0.256,0.634,0.0,0.0,0.5
2320,Isomap,x70data,_Borderline2,ABC,NONE,NONE,0.76,0.732,0.6420000000000001,0.742,0.6799999999999999,0.46799999999999997,0.6874906625043963
2321,Isomap,x70data,_Borderline2,DTREE,NONE,NONE,0.7440000000000001,0.728,0.606,0.732,0.652,0.434,0.6655327967724964
2322,Isomap,x70data,_Borderline2,GNB,NONE,NONE,0.77,0.6920000000000001,0.708,0.71,0.696,0.484,0.6989630656633038
2323,Isomap,x70data,_Borderline2,KNN,NONE,NONE,0.76,0.716,0.6699999999999999,0.732,0.6940000000000001,0.48200000000000004,0.6936263780980866
2324,Isomap,x70data,_Borderline2,LRG,NONE,NONE,0.7040000000000001,0.7040000000000001,0.4980000000000001,0.7040000000000001,0.562,0.328,0.6017258017166458
2325,Isomap,x70data,_Borderline2,MLP,NONE,NONE,0.762,0.726,0.662,0.738,0.6900000000000001,0.48200000000000004,0.6943146641553527
